,AuthorId,AuthorRep
3745,10630754,1
3746,11415192,73
3749,3083470,2787
3750,17059529,1
3751,5909089,304
3752,11265637,401
3753,8757033,1677
3756,15149644,263
3758,2869332,770
3759,11914491,323
3760,3986108,58
3762,660694,27557
3763,15997881,1
3764,18181246,46
3766,17846540,394
3767,12816049,5685
3768,3731784,1136
3769,7716471,76
3770,14677915,27
3771,3774551,1683
3773,6260170,34669
3777,5382650,25622
3778,12149471,11580
3780,1716339,17777
3783,8008776,9575
3784,162094,15385
3786,15863979,416
3787,5145804,976
3788,8358537,119
3789,15420628,69
3790,17390082,443
3792,4653243,152
3793,4979279,51
3794,18246171,109
3795,18298504,31
3796,9902291,111
3797,18533495,1
3798,18558741,11
3799,7369366,12483
3800,7943564,25418
3802,387076,97538
3808,1953718,8271
3810,643383,121926
3812,11798572,154
3813,3899431,9310
3818,2158479,8470
3819,7604961,120
3820,15298697,37
3821,1823740,6100
3822,10321697,111
3823,18171752,97
3824,12819020,123
3825,10513828,879
3826,14671323,1
3827,4527645,639
3828,4608663,732
3829,10716755,143
3830,8790507,1121
3831,17524918,111
3832,5131550,46
3834,18083442,56
3836,13812982,2338
3839,13786103,735
3844,7172671,437
3846,11914431,11
3847,14837008,157
3849,15120849,1
3852,7939871,14520
3862,17577146,21
3864,17743647,2581
3866,15032688,3833
3867,7360498,13
3868,246801,7556
3871,18135892,61
3885,13711473,336
3888,18118585,167
3889,13094788,101
3890,12276080,110
3891,6936154,923
3893,6866354,506
3895,18118040,14
3897,5730279,5197
3899,9593446,27
3902,9758194,51608
3903,18166061,1
3904,18168821,1
3905,17692433,1
3906,17311782,736
3907,6148665,15
3909,16318121,109
3910,14988182,120
3911,9419300,1
3912,6717102,56
3914,9541724,245
3915,7327036,336
3917,4865723,7558
3919,15019028,44
3921,3339058,2474
3922,18158304,66
3923,16168626,388
3924,1967864,3104
3932,12685768,5890
3934,15143830,96
3935,15042224,19
3936,6344119,143
3939,5529198,9
3941,2837741,12944
3942,10593076,19
3944,17949281,69
3946,13743749,66
3947,16734262,9
3949,9951570,3244
3950,16415335,1
3951,6828776,23
3955,6530695,12990
3958,210211,24293
3959,8052809,383
3961,363751,72989
3963,5356761,195
3964,1165998,29773
3965,18137563,11
3969,16439096,28
3970,1931954,762
3972,18125230,1
3973,15130397,138
3975,7132906,3
3978,4985733,42525
3982,10754328,332
3985,2173773,36103
3991,17852877,161
3992,12509535,397
3994,16007396,27
3995,18150641,14
3996,16129918,11
3997,16522224,323
3999,43992,16490
4000,18082381,36
4002,14523467,161
4003,14688683,26
4004,6402956,1196
4005,6263942,9683
4006,1968,504026
4007,17486894,1000
4008,13972333,5881
4011,14967662,902
4014,12425097,1336
4015,17948948,1100
4018,7602812,81
4019,8248811,70
4020,16751942,81
4021,11035904,36
4022,18148481,19
4024,15427519,81
4025,14730923,56
4026,11530164,559
4027,15364632,158
4028,32771,8752
4029,11455105,3549
4030,13472043,145
4032,13755303,11
4035,14535517,2625
4036,18142370,1
4037,5349916,36002
4038,108205,84804
4040,9059420,17192
4043,2761647,1709
4045,3024618,66
4046,14135840,410
4055,13948679,35
4056,7853390,1003
4057,11293413,560
4058,4959550,23
4060,644634,2199
4061,952296,11918
4064,1724912,1129
4065,4598234,119
4066,7353760,91
4069,18140755,1
4071,18139673,1
4073,13840139,98
4074,14401160,940
4076,12176973,131
4077,5452365,9895
4078,12681992,362
4079,13312069,88
4080,6418023,743
4081,9053350,62
4082,8501311,39
4084,6245777,1
4085,18096530,25
4086,14755898,71
4087,14565309,96
4089,16225591,13
4090,3461397,15286
4091,14269761,1
4092,18295603,1
4093,12879626,11
4094,14555957,170
4095,18584819,11
4096,3796999,1
4098,6145783,285
4099,1594359,7409
4100,7696162,2227
4102,4046632,11725
4105,17035497,381
4107,18129010,58
4108,6738015,33806
4113,15082664,774
4114,15147860,11
4118,8208547,604
4119,14476416,316
4120,12541413,681
4121,6774162,761
4122,974186,43352
4123,10179653,1
4124,18126324,24
4125,8595126,1
4126,18094107,1
4127,1645981,2852
4129,18132463,26
4130,17550177,1
4131,16066724,1
4132,6708274,2185
4133,12749158,21
4134,13164490,81
4136,13724685,54
4137,10962364,1177
4138,5210344,488
4139,11218687,5420
4140,1482455,5612
4142,9222996,1395
4144,15318227,841
4146,16127639,63
4149,5482206,1
4151,5754656,19841
4152,6330303,67
4153,1383356,6330
4154,874660,7607
4156,15822377,116
4157,18121288,13
4158,18127777,36
4160,6744133,2235
4161,8472377,25147
4162,13255993,1
4163,9070282,66
4164,13115552,1
4171,1008957,5562
4172,15980527,7
4173,1708598,1784
4174,15153325,41
4176,9856056,533
4177,7831535,116
4178,14816750,452
4179,9375755,703
4180,16554785,1
4182,14137613,69
4185,2649560,54
4186,18125344,21
4189,14814039,38
4190,8544123,3130
4192,1639620,121
4193,564274,733
4194,7766834,670
4195,3724613,313
4196,4768342,1
4197,18429613,11
4198,14320032,1
4200,18124943,106
4201,917672,2510
4202,16721767,1
4203,5815673,3761
4204,4993045,1356
4205,15215661,13
4206,18710370,1
4208,13794450,9
4210,13082654,199
4211,11299153,46
4212,14005542,121
4217,14688664,1
4219,1441019,91
4220,12892026,1062
4221,7678074,430
4222,8993341,1448
4223,6547224,1090
4224,11987791,185
4225,2598770,6634
4226,5015238,29815
4227,336648,17881
4228,18011559,44
4229,17141586,232
4231,9462095,4634
4232,1861328,4175
4237,15512418,195
4238,16234126,23
4241,10586341,311
4242,10522567,1485
4243,18104806,664
4244,1286432,227
4247,3066077,13834
4251,15220825,19
4252,5924562,13724
4254,15821624,41
4255,124386,28524
4259,8572380,16979
4263,7867822,12852
4264,17157778,26
4266,17010759,33
4267,13183434,142
4268,14558664,103
4269,8796967,148
4270,4681491,612
4271,6453822,851
4272,3054394,321
4273,12913619,77
4274,4058889,379
4276,8727308,11
4277,827263,240761
4278,4386427,39504
4279,9125659,136
4284,119527,123982
4286,16510864,29
4287,14557960,27
4288,16598225,1
4289,9265323,350
4290,4885936,435
4291,14732669,4645
4292,10415047,5729
4297,11496732,366
4299,5372973,68
4303,1009823,6042
4304,17800293,96
4306,8360020,58
4307,11473594,1
4308,12443260,1082
4309,18073412,164
4311,15468663,2360
4313,4812515,3535
4314,12251558,1415
4315,11292167,45
4316,13999132,9
4318,12363248,490
4321,13767757,742
4322,190277,190319
4323,10357383,5284
4327,15895369,13
4328,8106859,1059
4329,13929140,1741
4331,1950386,412
4335,4306572,5033
4336,7619826,41
4337,10430070,450
4340,11755018,580
4346,3338993,66
4351,3824249,5217
4353,768656,3312
4354,17713719,59
4356,11909972,150
4357,528720,10045
4358,1322972,63008
4359,16494303,306
4360,10553341,4543
4362,6743700,1284
4363,9604966,2670
4365,14339933,81
4366,1092849,498
4369,3410396,8161
4371,5603247,10194
4372,7830639,19
4373,16306754,136
4374,637853,84247
4375,15000097,1300
4376,4222206,2553
4377,1707567,191
4378,2037537,4215
4379,18109131,11
4380,15329839,31
4381,12995408,121
4382,6317663,23
4383,17682411,21
4384,5132860,1254
4385,1520083,5099
4386,923338,15
4387,6871619,469
4388,18140844,21
4389,5410925,123
4390,2076650,132
4391,10457088,429
4392,17128350,925
4394,7369809,1436
4397,14039621,125
4399,17635458,432
4400,12751936,41
4401,18031894,579
4402,18079220,101
4407,2261073,14606
4409,1256661,2638
4413,7755665,5322
4414,12633228,147
4415,17890587,19
4416,18105903,1
4417,2568259,987
4418,14992747,1
4419,15095354,11
4423,16450169,840
4426,17966745,519
4430,7742642,1479
4431,4199091,134
4432,8350843,1
4434,4665,17989
4437,8763097,2001
4439,15187728,5889
4440,3044825,5308
4441,2518317,10278
4442,16658548,161
4443,5675676,41
4444,6787955,1
4445,18580978,1
4446,1691723,11965
4447,3193601,146
4448,6025788,7537
4449,18102516,19
4450,7164445,89
4451,104380,101499
4455,1427416,225791
4456,17895336,136
4458,13615561,1
4459,18142512,21
4460,18142546,1
4461,18246876,11
4462,7587887,58
4463,10004540,1
4464,18396947,21
4466,32538,29245
4468,2096752,57459
4470,18037341,94
4471,16440101,26
4473,18070677,21
4475,4238408,130417
4482,14348996,1082
4488,8997268,171
4492,6616501,55
4496,12829775,43
4497,16429885,17
4499,573927,10477
4500,14172846,61
4501,2246924,80
4503,17974802,18
4506,1614319,1634
4508,199593,9528
4511,4571959,92
4512,11538740,271
4513,3021121,63
4514,6766663,31
4516,13968673,6000
4517,205608,90932
4520,74195,45508
4521,3924637,388
4525,7281675,2672
4527,13824345,1
4528,17376009,380
4529,10346257,41
4530,9830325,261
4531,9636094,60
4532,18039002,9
4533,1251293,383
4534,18060011,166
4537,4830196,8135
4538,14963228,77
4539,11277699,17
4543,6698642,2463
4547,18006505,49
4548,18171352,1
4549,905089,1474
4550,14145471,121
4551,403126,301
4552,4861430,11
4553,15422468,23
4554,18728432,1
4555,16006347,21
4556,12241882,34
4557,12806961,5399
4558,568822,2475
4559,6877252,471
4560,859849,131
4561,18189862,11
4562,4399414,4822
4563,6422820,1479
4564,1136754,872
4565,11323419,79
4567,14465513,157
4570,16978684,417
4571,15339544,18071
4576,17101249,57
4577,8546128,544
4579,13046077,106
4580,13598786,111
4584,12570042,143
4585,18091774,11
4586,18091720,1
4587,17253458,1
4589,18088532,56
4591,8834550,150
4592,14016638,339
4593,18089594,1
4594,17767138,334
4595,12825882,181
4597,7709990,664
4598,15275530,221
4601,6789321,4416
4604,12883179,162
4605,14826251,721
4606,14015493,67
4608,3606192,3181
4609,2429439,21
4610,14681502,131
4611,6063917,71
4613,1069518,911
4622,18057019,87
4624,133910,64530
4625,1048799,3327
4626,380384,25700
4629,6568,45821
4630,7327483,2748
4631,18074206,11
4636,13295333,31
4637,3749896,2912
4639,1577204,404
4642,17317038,90
4644,1717300,54908
4645,9908847,41
4646,7271221,5541
4647,3450837,135
4648,11293397,181
4649,7627696,329
4650,524416,1290
4651,8301539,328
4652,11566161,2631
4654,7015005,31
4656,2251071,1023
4657,7166338,1
4658,3770122,111
4659,6333971,732
4660,13533028,2874
4661,8762338,850
4666,6241158,1
4671,15564447,63
4672,18073305,34
4674,13485028,116
4677,10138734,30685
4680,7326738,65978
4682,15959087,21
4693,13542152,169
4696,8561795,360
4697,8227062,448
4698,11673912,341
4699,12641717,2312
4700,8677071,1166
4701,1913017,1020
4703,18146099,361
4704,11291198,50
4705,10022666,354
4706,18129399,11
4707,12326899,85
4708,2096733,11
4709,6995566,1228
4710,8480069,2522
4711,17191258,31
4712,18072651,101
4714,243563,10350
4717,28128,77766
4720,10253856,342
4721,4758255,25855
4722,9846388,570
4723,7333202,103
4725,16089525,91
4726,13544849,1964
4727,17785057,13
4728,12823829,453
4729,3212379,764
4730,16954055,254
4731,7998256,109
4732,5060008,1409
4735,10117223,229
4737,16493753,43
4738,7723926,86
4742,1615483,61197
4744,459750,8979
4746,1293013,4805
4747,13953455,168
4748,9806667,148
4749,7733592,29
4750,11168176,590
4751,1294283,3126
4752,12033559,72
4753,13789189,21
4757,18342147,1
4759,11874713,75
4763,85215,9813
4765,17978724,54
4767,12643910,1
4768,7158380,1168
4769,3152927,1065
4770,2426224,747
4771,17298749,211
4772,695438,1121
4773,18085512,56
4774,8568159,1857
4775,10964152,91
4776,14157054,31
4777,15223969,80
4778,18068452,1
4783,17127600,74
4786,16480174,1
4787,15103978,307
4788,10604407,31
4789,17704327,68
4790,9901261,8221
4792,15968170,36
4794,17242950,586
4796,17285516,45
4797,8612935,301
4798,11186505,49
4799,11141244,54
4800,6703635,71
4801,17771130,11
4802,518936,860
4803,13865173,111
4804,17313295,1
4805,17055513,3
4806,17370338,253
4807,8308427,97
4808,13887525,7
4809,5341154,104
4810,16283460,15
4811,13446400,46
4812,17781856,336
4815,124061,8237
4817,12051141,49
4828,10210321,175
4829,17028970,1247
4831,12425564,972
4832,89817,105638
4844,14695006,139
4845,17613030,1
4846,15664037,1
4848,1264804,51955
4849,18059037,1
4850,16632536,1
4854,1453822,71827
4864,5332110,301
4865,7446475,23
4866,5715905,53
4867,12643106,99
4868,14798873,1
4869,16652866,3
4871,17218429,3602
4874,4854046,8119
4875,17055403,3359
4876,936986,1
4879,9213851,26
4882,13727038,190
4884,17856705,213
4886,9313486,57
4887,8884612,445
4888,18051218,36
4891,14351356,35
4895,9242301,1797
4896,1356109,1580
4897,17743636,108
4898,4398399,441
4900,2122457,2376
4901,2284288,325
4903,9310906,11
4904,2702894,20336
4905,3898032,64
4913,1199594,5299
4915,5212495,46
4916,16584096,406
4917,2995061,997
4921,8542346,10719
4923,12780866,1202
4930,14791020,4286
4931,7811940,2448
4932,15342156,31
4934,1346276,18823
4935,9957710,30885
4936,8127,9764
4937,11591040,21
4938,13670169,11
4940,15077547,1
4941,10637474,21
4942,17951781,61
4944,11124740,458
4945,10755268,115
4946,17771159,80
4947,18001301,665
4948,2472398,1254
4949,18047371,1
4950,12681731,41
4951,18113999,1
4952,18257055,1
4953,18782629,1
4954,17610082,41
4955,17906003,119
4956,16766066,151
4957,8433882,76
4958,5833865,624
4960,9659254,360
4962,15197788,21
4963,18051376,44
4964,18071618,21
4967,11199608,29
4968,9790036,842
4970,6301760,103
4971,1135954,12321
4973,1096140,1067
4974,1934428,15190
4986,13637840,81
4988,12484155,150
4990,18029941,11
4996,186997,25930
5000,7817680,57
5001,471272,76479
5003,18169227,146
5004,3872976,6729
5005,10109789,469
5006,83005,2368
5007,15926136,1
5012,13405829,67
5013,17917952,204
5014,9657861,17720
5015,12416453,18818
5016,4113212,166
5017,15008952,49
5020,13109074,666
5021,7971881,1
5023,4076256,516
5024,11831205,148
5025,5868739,111
5027,8094969,492
5028,11044929,471
5029,1085736,7727
5031,18039705,815
5032,14828288,149
5033,10433302,1
5034,13686560,451
5035,11452511,7719
5037,4899849,977
5038,12733688,45
5039,15366209,676
5043,10740287,463
5044,13272706,184
5045,18010532,46
5047,5105949,10278
5049,7373966,485
5052,10150864,563
5053,9822528,970
5055,7936642,1139
5056,9882024,476
5057,15980284,1196
5062,6409041,2320
5063,5397009,12653
5064,497364,23328
5065,2408867,64875
5066,654666,20099
5067,18056049,66
5068,13734412,874
5069,3778283,2407
5070,8940931,2039
5071,1038600,367
5073,3870664,871
5074,9885430,2138
5075,14553271,1
5076,14606898,11
5077,6242145,554
5079,14122501,296
5080,11679021,33
5081,4149649,2856
5082,6305235,8698
5083,18030507,26
5084,3051503,2683
5086,13809001,4926
5090,15986016,223
5091,8038609,19
5092,12529400,49
5093,11155752,13
5095,10370337,111
5096,13249743,838
5099,3866082,1
5102,2522782,500
5103,10504177,36
5109,12223794,61
5111,13001005,1
5112,6277151,94142
5114,18028757,626
5116,7327114,611
5117,5460036,173
5118,5775358,1366
5120,2892679,301
5121,12417702,280
5122,14628199,41
5124,16008046,101
5127,8398939,331
5131,16513561,11
5132,2577734,14725
5137,8951571,1886
5138,15163970,113
5139,42585,73254
5140,12124759,1427
5142,9735196,399
5143,6309,1117915
5144,10463211,1453
5145,4122889,4421
5146,1256452,381290
5147,4522186,1188
5148,4373661,778
5149,8663811,1316
5150,12083662,661
5151,10388856,435
5153,14856241,727
5154,17437414,17
5155,18008710,133
5156,9581120,36
5157,13807288,76
5160,1435869,64450
5170,14122,255456
5175,5770501,6532
5177,17008122,87
5184,420034,1615
5185,6199982,93
5187,5314275,906
5192,14342247,63
5193,13166734,1
5195,5011469,5693
5196,7821823,2863
5198,12432903,185
5201,2294978,11191
5202,585080,2614
5203,6774506,890
5207,6908282,3396
5208,17182878,1528
5213,16985146,572
5214,16814323,256
5215,10317684,5054
5216,9175097,2201
5217,16922046,259
5219,14614145,1
5222,4247851,1481
5223,11586250,52
5225,18014866,21
5226,8663760,3783
5227,13406236,11
5228,12687103,212
5229,10318865,79
5230,10002703,66
5232,14688437,71
5234,17724436,1
5235,18326354,1
5236,17997565,1
5237,12727620,452
5239,11191942,84
5240,15298336,1
5241,17884003,3
5242,13664310,61
5243,8153505,848
5244,12914274,3045
5245,5679351,323
5248,17965313,594
5249,17289463,177
5250,14660,138390
5251,13034133,1
5252,184546,13442
5254,16779014,87
5255,2737847,316
5256,2705542,62705
5262,11168766,5316
5263,3691891,10094
5265,13920527,52
5268,12003183,1099
5269,13407802,2453
5270,15017328,1
5271,1983409,3795
5272,7803508,581
5273,17985610,26
5274,10802499,8541
5278,410439,4444
5279,3783754,128
5280,1529940,934
5281,16328516,2525
5284,17284144,11
5285,13279831,18186
5286,9712270,1622
5288,8183600,923
5289,14310997,1
5290,18000441,179
5291,1909658,1194
5292,9869978,459
5293,13537583,310
5294,14141126,953
5295,14756506,121
5297,17966851,9
5298,5747944,15206
5299,12222909,154
5300,14306793,176
5301,12139628,1
5302,16255303,1
5303,983476,7770
5311,5607207,2810
5312,18176596,31
5313,12675170,41
5314,9072728,11
5315,17997139,48
5317,14172167,112
5319,18002522,11
5320,7215091,46959
5322,3656739,2585
5325,6571696,531
5337,10224040,158
5338,4157513,338
5339,14809952,63
5340,16001580,160
5341,12369920,1804
5342,15781079,7381
5343,17989385,7
5345,17984456,306
5347,7845355,370
5348,157957,76534
5349,5632104,11
5355,5939260,153
5356,13666489,266
5357,11106681,94
5360,5049799,1573
5362,247869,8666
5365,17411064,1
5366,15123211,1
5367,25124,36185
5370,5459729,1999
5372,16246909,577
5377,3453312,33
5378,5325862,15563
5379,4550695,7757
5381,16028966,2575
5395,16099806,407
5396,15584964,745
5397,4385913,18322
5398,2807405,319
5399,11985204,23
5401,9301149,72
5402,1249865,581
5403,17813175,126
5404,1241218,2430
5406,5265636,131
5407,1086010,537
5408,17994944,1
5409,8434756,308
5410,10689189,39
5411,11706586,437
5413,2497859,4592
5415,16673557,160
5417,5658510,300
5418,11675817,629
5419,11445727,594
5420,17851014,66
5422,10970669,169
5423,1588827,108
5424,17298635,21
5425,17589781,467
5429,17989581,96
5430,15520804,313
5431,11418981,56
5432,17986802,11
5436,17980082,1
5437,11037118,36
5440,17933093,1
5441,892629,23687
5442,5811874,2099
5444,13902522,26
5445,1207647,2716
5447,12775662,2110
5448,10919349,2054
5450,11531646,570
5451,8564999,5064
5452,13696722,103
5453,15317196,203
5454,3282436,10120
5456,3961271,7417
5459,6419007,50219
5460,4379569,587
5461,815724,30562
5463,4014959,51948
5464,15920393,36
5466,17986698,1
5467,17987522,1
5469,16939998,19
5473,15125852,1
5475,14078758,2868
5476,9544610,9
5477,287586,82051
5478,12051093,38
5479,14751619,3158
5480,3190076,8359
5488,140750,188383
5489,10213537,1851
5491,1871033,19171
5492,11192976,1137
5494,9204455,435
5495,3056783,1663
5496,17971555,7
5497,8534482,3100
5498,14020945,1
5500,1115951,2186
5501,5937714,183
5502,3996432,620
5506,12497256,157
5508,15155605,139
5509,14548114,151
5514,5363686,4241
5515,17291181,86
5516,15887492,31
5517,618400,19902
5518,14429730,11
5519,17909548,1
5522,8097703,104
5523,7189370,1550
5524,10370655,92
5527,12396167,105
5528,13591309,170
5530,17832150,1
5532,10906949,161
5533,8875292,134
5537,989920,3673
5538,4935426,678
5539,8111731,337
5540,17228484,578
5541,4839724,705
5542,8172857,62950
5543,3144140,44
5545,13006030,31
5546,4183419,25
5551,11977929,5173
5553,3889946,698
5554,12338482,84
5555,3730834,88
5557,6681019,1
5558,4189814,9078
5560,16369928,91
5561,17831553,92
5564,13928382,43
5565,14984854,35
5566,7451109,4841
5567,10653510,1
5569,9616168,346
5572,2749717,11555
5575,1477667,47883
5576,7025699,7435
5581,15395740,81
5583,9821521,49
5584,14430560,39
5587,13683025,1
5589,16186538,60
5590,7243664,66
5591,7331620,128
5592,4990106,13
5594,16129503,1
5595,248823,161720
5596,174777,200251
5597,11598956,2000
5599,11798183,11
5600,4688321,3316
5601,10845768,511
5602,10725805,43
5604,65863,499199
5610,15190888,356
5611,9196478,23
5612,16932980,475
5613,4410746,132
5614,8925212,87
5615,15360399,25
5616,3695983,25684
5617,4421870,6278
5619,9404560,1002
5622,13010956,168
5624,6275103,21052
5629,3501,89609
5636,8483417,434
5637,1123226,15362
5639,16479524,270
5640,11299632,312
5641,17924830,81
5643,6378949,5796
5645,12472805,71
5646,12952263,2350
5647,11216230,305
5648,16955114,19
5649,7216578,382
5650,18212608,21
5651,15671987,11
5652,7593095,13
5653,9418648,425
5654,16710738,19
5655,13099964,750
5656,2308473,6156
5660,5497935,77
5662,13434871,6666
5663,7224354,3223
5665,4083743,3344
5667,804100,10948
5668,7518684,77
5669,11887984,57
5670,12160420,1
5671,14250252,159
5672,14475036,118
5673,9019970,23
5674,1859027,1056
5675,923356,3954
5676,11787313,557
5677,15142613,11
5678,9581718,11
5681,1324033,40871
5684,15689275,56
5685,16898979,61
5686,5417679,657
5688,17952110,1
5690,17585934,46
5691,4361999,3349
5692,7767114,101
5693,3994337,905
5694,257182,133115
5696,12624145,429
5697,8901950,86
5698,1922223,9249
5699,17935470,21
5702,1269567,54570
5704,17968765,9
5708,1024832,10695
5709,1657639,3072
5713,1884363,5035
5714,16558311,618
5715,9445557,2334
5716,440294,5188
5717,13697383,1
5718,3091172,431
5719,1671570,176
5720,4593869,5718
5721,5299451,141
5722,6415286,3067
5733,6770813,91
5738,1667965,336
5740,12267202,124
5741,15545116,4616
5743,2337769,1653
5746,1926369,57824
5747,11356583,21
5748,10886350,193
5749,3947376,185
5750,6632744,5294
5751,12009593,525
5753,17389,91655
5754,2671470,5253
5760,4895687,899
5761,12939143,435
5762,11315821,1119
5763,17054573,1
5765,17950206,1
5766,13084335,410
5767,17221554,11
5768,3554550,1
5769,6359624,55
5770,17948999,11
5772,16564161,1
5774,10035141,1998
5776,6396145,867
5784,12242625,2433
5785,10852113,1285
5787,2658228,2307
5789,17797145,21
5791,17550173,181
5792,13198830,348
5793,17947618,1
5794,12287599,13
5795,12190301,1375
5797,411022,47407
5799,523612,55415
5800,7470921,313
5801,3160925,456
5803,2049145,3
5804,4775645,7695
5805,12451451,155
5806,17947459,1
5809,1242842,8965
5810,17901947,7
5811,17902018,1330
5813,12993902,99
5816,13957238,26
5817,11423549,96
5819,10078674,21
5820,17996668,81
5821,18021601,11
5822,15507773,41
5823,4434730,11
5824,16440746,38
5825,15709786,329
5826,14531380,1
5827,11679834,11
5828,14631885,1360
5829,10781026,1075
5831,1175966,168807
5833,5744883,739
5834,2045611,14475
5835,14884338,551
5836,10033455,142
5837,17922074,86
5838,2350808,927
5839,17796405,31
5841,17940532,34
5842,17766295,559
5843,7694263,3033
5845,13995982,71
5846,14529779,2302
5847,7804896,2040
5848,9256189,3743
5849,6087913,136
5850,914696,186
5851,6774320,316
5852,8337490,31
5855,16321225,785
5857,17903567,262
5858,16715725,47
5860,9455456,61
5861,11880684,145
5862,11574182,31
5863,10771407,308
5864,9236525,1311
5865,15588960,41
5866,1500778,106
5867,17938509,21
5868,17786405,121
5870,17875341,18
5872,1763652,3395
5873,1515052,18026
5875,829571,308569
5877,15299500,1543
5878,12114919,359
5879,11091329,1
5880,1554732,575
5881,5546633,71
5883,3874623,83680
5884,494134,22757
5890,13517783,943
5891,15206498,386
5892,6657330,976
5893,5326767,186
5894,10448442,51
5895,2179336,2307
5898,12163165,414
5899,15894629,21
5900,8396162,11
5902,4653790,171
5903,60761,249557
5904,17183942,96
5905,6152891,32955
5906,475727,21917
5907,13065781,6762
5909,17933906,1
5910,395718,15781
5913,2011071,2249
5914,14610938,1
5915,284240,427374
5916,13168911,806
5917,8487979,91
5920,1306719,2007
5928,14214217,1
5931,4989451,10631
5933,17553224,1
5935,1082004,6858
5937,12025483,6960
5942,7475021,76
5943,9023837,184
5944,17926029,11
5945,3315333,4208
5946,16793298,1
5949,13095326,21061
5950,5043424,2605
5954,68587,327691
5955,1081897,143873
5956,1301972,75913
5957,17929112,27
5960,8057777,152
5965,17254775,268
5966,14004395,625
5967,14157562,2419
5968,11361453,951
5975,11461120,1679
5976,13355802,1
5977,12282048,118
5978,12452591,1
5979,1482055,4226
5980,1634675,1103
5982,2010395,5103
5983,1576822,2098
5992,17799972,329
5994,13454049,141
5995,4300608,4463
5998,17925164,1
6000,547239,2353
6002,17571659,110
6003,614253,960
6004,17911363,16
6007,11551325,21
6008,15516299,33
6009,17232657,31
6010,7698734,972
6011,9540764,677
6014,15527666,67
6016,16952036,325
6017,15029896,81
6018,4183359,995
6019,11937243,172
6020,18056527,71
6021,18778981,1
6022,2140633,1946
6023,7231314,11
6024,5860309,251
6026,5362583,7264
6028,3325290,4928
6029,7031230,33981
6032,15373361,90
6034,382809,9291
6035,14135745,162
6036,17732575,11
6037,9765167,8952
6038,14918877,88
6039,8736569,1688
6041,17559764,51
6042,12252869,181
6043,14297384,50
6045,13757625,76
6046,2323640,733
6050,6359394,999
6052,633183,117695
6053,7350147,1905
6054,4334721,31
6055,1435477,458
6056,8511982,211
6057,12550264,31
6058,16566138,59
6059,17919174,131
6060,17919151,11
6061,11572155,109
6062,6504633,9644
6063,1004522,2410
6065,14385758,7
6066,11684821,36
6070,10637739,36
6071,16251327,101
6072,11749941,21
6073,1881626,794
6075,490173,109
6076,10137468,232
6077,12781179,69
6079,11042420,525
6080,1638385,31
6081,14872824,191
6082,1435086,61
6083,7943785,11
6084,2159495,29
6085,2654437,157
6092,7575111,5855
6093,6839787,1335
6095,654330,972
6096,14201528,2157
6101,1851712,60535
6103,7074969,398
6104,11078962,112
6105,7766435,71
6106,17313564,56
6107,476,489434
6109,6469772,3131
6110,17912808,21
6111,17651108,229
6112,15285583,11
6113,6463558,60271
6114,8749149,774
6116,10523554,648
6119,16281673,2496
6123,10848898,2690
6124,7218177,2887
6125,7376590,2850
6126,2244262,2727
6129,12763382,374
6130,9274732,27340
6136,3486675,8573
6137,8153147,3363
6141,202168,28351
6143,5784757,4175
6145,9611950,1212
6147,12744323,1448
6149,16924632,1045
6150,5660284,5862
6151,17764875,26
6152,11414705,11
6153,13686942,91
6160,6764869,128
6161,2230377,653
6162,17903163,169
6163,3064538,10175
6164,3966682,10513
6165,2482265,2091
6166,4020848,362
6167,5258926,933
6168,847370,367
6169,17480579,1
6171,6219979,19702
6174,14704020,572
6175,7498493,138
6176,16053101,38
6177,17741202,11
6180,11235876,445
6181,12353978,1110
6183,1978952,198
6186,5570189,561
6187,14720237,68
6191,17215197,344
6192,9550867,564
6193,17055958,19
6194,3280538,16478
6195,9690090,7581
6197,1457269,8516
6198,17834522,1
6199,7497211,167
6200,14063718,67
6201,13891832,461
6203,7681546,78
6204,17815577,67
6206,1936401,31
6208,2976879,172
6209,15352689,1
6210,18415914,1
6211,8126362,16583
6212,7438985,377
6213,17866351,17
6222,757714,3811
6229,645551,50740
6230,17732522,13878
6232,3150802,13923
6233,17896504,1
6234,7866138,502
6235,3404637,4479
6237,10189615,1
6241,445221,66122
6244,17881188,122
6245,10711922,386
6246,11580350,439
6250,10071418,136
6254,2490050,157
6256,7661119,9061
6257,8194180,17
6258,17757971,23
6260,6865932,21550
6265,17881850,34
6267,16713196,31
6268,16795415,9
6269,6465591,1504
6271,9537693,1137
6272,4834211,180
6273,9988162,392
6280,15410147,166
6281,17872148,160
6283,17228526,1
6284,17709569,49
6286,9230734,124
6288,15523782,111
6289,17847871,9
6290,10527496,596
6295,13919730,575
6296,12172291,1002
6298,16823608,91
6299,17719508,48
6300,5378816,12017
6302,16519092,65
6305,4755954,15722
6306,220525,151
6308,3358029,5009
6309,1712905,16556
6310,1620380,3202
6311,2863439,1914
6313,15194991,57
6314,2342529,5554
6317,17865804,4236
6318,16695893,193
6323,5239030,10547
6324,13529781,26
6325,1159939,872
6326,15074634,134
6327,8524453,85
6328,11377950,119
6334,12981352,77
6337,15303372,1
6339,6413377,10379
6340,5990117,1280
6341,13415164,1846
6342,9289813,91
6343,5175581,597
6344,2422224,3812
6347,14900042,328
6348,5525527,307
6349,703161,2512
6350,15785178,193
6351,16454298,89
6352,17693486,66
6353,13855806,1
