,from,to,strength,AuthorRep_from,AuthorRep_to
1959,7444051.0,3840170.0,3,915,21075
1960,10871073.0,3840170.0,1,41924,21075
1961,3440582.0,3840170.0,3,2164,21075
1962,1422096.0,3840170.0,1,36065,21075
1963,15040627.0,3840170.0,6,6939,21075
1964,5983841.0,3840170.0,2,5925,21075
1965,13130048.0,3840170.0,1,1318,21075
1966,12582392.0,3840170.0,2,1991,21075
1967,2645635.0,3840170.0,5,631,21075
1968,5083516.0,3840170.0,1,8413,21075
1969,14809198.0,3840170.0,1,89,21075
1970,8689681.0,3840170.0,2,556,21075
1971,224132.0,4183191.0,2,280270,20016
1972,3080723.0,4183191.0,1,8626,20016
1973,849891.0,4183191.0,2,68615,20016
1974,10871073.0,4183191.0,4,41924,20016
1975,1422096.0,4183191.0,1,36065,20016
1976,5983841.0,4183191.0,2,5925,20016
1977,5083516.0,4183191.0,1,8413,20016
1978,3840170.0,4183191.0,1,21075,20016
1979,224132.0,2610061.0,2,280270,20769
1980,8750174.0,2610061.0,4,2320,20769
1981,9071943.0,2610061.0,2,12407,20769
1982,6372809.0,2610061.0,1,5909,20769
1983,2627243.0,2610061.0,1,7934,20769
1984,14104.0,2610061.0,2,194320,20769
1985,14947505.0,2610061.0,2,91,20769
1986,1615483.0,2610061.0,5,61197,20769
1987,11984670.0,2610061.0,1,5733,20769
1988,9015596.0,2610061.0,2,824,20769
1989,53897.0,2610061.0,1,71470,20769
1990,14948175.0,2610061.0,1,502,20769
1991,5875276.0,2610061.0,2,1519,20769
1992,2772415.0,2610061.0,1,79,20769
1993,1166087.0,2610061.0,1,3515,20769
1994,224132.0,2610810.0,2,280270,44584
1995,584518.0,2610810.0,4,172051,44584
1996,4386427.0,2610810.0,2,39504,44584
1997,2988730.0,2610810.0,3,93980,44584
1998,2877241.0,2610810.0,1,260915,44584
1999,4117728.0,2610810.0,20,86693,44584
2000,1491895.0,2610810.0,2,660021,44584
2001,12595757.0,2610810.0,9,31,44584
2002,4641116.0,2610810.0,1,3901,44584
2003,298225.0,2610810.0,5,166396,44584
2004,7359094.0,2610810.0,3,26212,44584
2005,2684539.0,2610810.0,5,189166,44584
2006,10871073.0,2610810.0,2,41924,44584
2007,3188445.0,2610810.0,4,2615,44584
2008,225074.0,2610810.0,4,54767,44584
2009,2079303.0,2610810.0,1,217582,44584
2010,7582247.0,2610810.0,1,57634,44584
2011,18649628.0,2610810.0,6,221,44584
2012,3133316.0,2610810.0,3,33276,44584
2013,4262344.0,2610810.0,11,5069,44584
2014,212858.0,2610810.0,3,59268,44584
2015,4561887.0,2610810.0,2,20414,44584
2016,10147399.0,2610810.0,3,22453,44584
2017,7172363.0,2610810.0,3,1,44584
2018,1968.0,2610810.0,1,504026,44584
2019,6752050.0,2610810.0,4,18381,44584
2020,5538420.0,2610810.0,2,15990,44584
2021,65863.0,2610810.0,1,499199,44584
2022,5494370.0,2610810.0,2,27001,44584
2023,634919.0,2610810.0,2,35382,44584
2024,7976805.0,2610810.0,4,14949,44584
2025,47984.0,2610810.0,4,49159,44584
2026,3807729.0,2610810.0,1,44681,44584
2027,3740047.0,2610810.0,1,1128,44584
2028,1145526.0,2610810.0,3,600,44584
2029,841108.0,2610810.0,2,1,44584
2030,8564999.0,2610810.0,1,5064,44584
2031,1201614.0,2610810.0,1,5998,44584
2032,6840518.0,2610810.0,1,187,44584
2033,224132.0,2752075.0,2,280270,60791
2034,9585016.0,2752075.0,65,3194,60791
2035,363751.0,2752075.0,8,72989,60791
2036,2988730.0,2752075.0,1,93980,60791
2037,4989451.0,2752075.0,7,10631,60791
2038,1593077.0,2752075.0,12,100645,60791
2039,1491895.0,2752075.0,1,660021,60791
2040,4850040.0,2752075.0,10,24996,60791
2041,2410359.0,2752075.0,1,125680,60791
2042,7359094.0,2752075.0,2,26212,60791
2043,15416.0,2752075.0,1,166765,60791
2044,2684539.0,2752075.0,2,189166,60791
2045,10871073.0,2752075.0,17,41924,60791
2046,2610810.0,2752075.0,2,44584,60791
2047,3188445.0,2752075.0,4,2615,60791
2048,225074.0,2752075.0,8,54767,60791
2049,1687119.0,2752075.0,2,183806,60791
2050,1023911.0,2752075.0,1,15607,60791
2051,2079303.0,2752075.0,2,217582,60791
2052,440558.0,2752075.0,5,377954,60791
2053,3150802.0,2752075.0,11,13923,60791
2054,4581301.0,2752075.0,2,30871,60791
2055,3370124.0,2752075.0,2,1776,60791
2056,1889329.0,2752075.0,4,40212,60791
2057,791604.0,2752075.0,2,139166,60791
2058,10147399.0,2752075.0,5,22453,60791
2059,7172363.0,2752075.0,5,1,60791
2060,6752050.0,2752075.0,4,18381,60791
2061,5538420.0,2752075.0,1,15990,60791
2062,3233393.0,2752075.0,1,60382,60791
2063,13365881.0,2752075.0,4,9,60791
2064,364696.0,2752075.0,2,120715,60791
2065,634919.0,2752075.0,1,35382,60791
2066,6119582.0,2752075.0,2,3788,60791
2067,15611331.0,2752075.0,4,35,60791
2068,2602718.0,2752075.0,2,14560,60791
2069,2517934.0,2752075.0,3,404,60791
2070,3476954.0,2752075.0,1,2316,60791
2071,16384196.0,2752075.0,3,120,60791
2072,841108.0,2752075.0,1,1,60791
2073,14742438.0,2752075.0,2,60,60791
2074,10686048.0,2752075.0,2,7099,60791
2075,17314061.0,2752075.0,1,11,60791
2076,992490.0,2752075.0,1,14833,60791
2077,224132.0,27678.0,2,280270,37764
2078,4117728.0,27678.0,2,86693,37764
2079,4342498.0,27678.0,2,159465,37764
2080,18649628.0,27678.0,6,221,37764
2081,3133316.0,27678.0,7,33276,37764
2082,5754656.0,27678.0,2,19841,37764
2083,404970.0,27678.0,2,60493,37764
2084,8372853.0,27678.0,1,55156,37764
2085,16487912.0,27678.0,2,11,37764
2086,224132.0,131930.0,2,280270,63039
2087,363751.0,131930.0,1,72989,63039
2088,4756299.0,131930.0,2,29385,63039
2089,559737.0,131930.0,1,31137,63039
2090,87189.0,131930.0,2,200181,63039
2091,898348.0,131930.0,3,44818,63039
2092,2079303.0,131930.0,2,217582,63039
2093,6419007.0,131930.0,1,50219,63039
2094,913098.0,131930.0,2,16492,63039
2095,287586.0,131930.0,1,82051,63039
2096,1292791.0,131930.0,1,5781,63039
2097,3255455.0,131930.0,1,49470,63039
2098,14592149.0,131930.0,3,15,63039
2099,5538420.0,131930.0,2,15990,63039
2100,1960455.0,131930.0,2,36409,63039
2101,8372853.0,131930.0,3,55156,63039
2102,224132.0,1856429.0,1,280270,6598
2103,3133316.0,1856429.0,1,33276,6598
2104,1196549.0,1856429.0,1,53166,6598
2105,4581301.0,1856429.0,1,30871,6598
2106,6752050.0,1856429.0,1,18381,6598
2107,1294283.0,1856429.0,1,3126,6598
2108,224132.0,379897.0,1,280270,201186
2109,4989451.0,379897.0,4,10631,201186
2110,15416.0,379897.0,1,166765,201186
2111,1687119.0,379897.0,1,183806,201186
2112,634919.0,379897.0,1,35382,201186
2113,11770390.0,379897.0,1,926,201186
2114,388520.0,379897.0,1,128461,201186
2115,224132.0,995714.0,1,280270,31646
2116,102937.0,995714.0,2,173088,31646
2117,4756299.0,995714.0,2,29385,31646
2118,6110094.0,995714.0,2,1,31646
2119,298225.0,995714.0,1,166396,31646
2120,780717.0,995714.0,2,20812,31646
2121,4342498.0,995714.0,2,159465,31646
2122,2410359.0,995714.0,2,125680,31646
2123,15416.0,995714.0,1,166765,31646
2124,1687119.0,995714.0,2,183806,31646
2125,168986.0,995714.0,1,82195,31646
2126,4253229.0,995714.0,4,17276,31646
2127,6699433.0,995714.0,1,28159,31646
2128,140750.0,995714.0,1,188383,31646
2129,7582247.0,995714.0,2,57634,31646
2130,3776927.0,995714.0,1,10492,31646
2131,12334309.0,995714.0,1,3519,31646
2132,1387438.0,995714.0,1,27265,31646
2133,5105949.0,995714.0,1,10278,31646
2134,68587.0,995714.0,1,327691,31646
2135,270986.0,995714.0,1,26885,31646
2136,1008405.0,995714.0,2,1548,31646
2137,12283181.0,995714.0,2,1156,31646
2138,634919.0,995714.0,1,35382,31646
2139,1216776.0,995714.0,1,11273,31646
2140,480982.0,995714.0,1,49431,31646
2141,12454524.0,995714.0,1,21,31646
2142,4232061.0,995714.0,1,35,31646
2143,5581893.0,995714.0,1,5487,31646
2144,315052.0,995714.0,1,66494,31646
2145,827263.0,995714.0,1,240761,31646
2146,503046.0,995714.0,1,20737,31646
2147,10958092.0,995714.0,1,3047,31646
2148,15958644.0,995714.0,1,11,31646
2149,14624729.0,995714.0,1,3621,31646
2150,224132.0,787480.0,1,280270,37431
2151,1593077.0,787480.0,3,100645,37431
2152,13100618.0,787480.0,2,61,37431
2153,15545927.0,787480.0,3,11082,37431
2154,734069.0,787480.0,1,409459,37431
2155,224132.0,1196549.0,1,280270,53166
2156,12671057.0,1196549.0,19,13029,53166
2157,4117728.0,1196549.0,2,86693,53166
2158,11991071.0,1196549.0,20,97,53166
2159,17732522.0,1196549.0,1,13878,53166
2160,2380830.0,1196549.0,6,227043,53166
2161,7582247.0,1196549.0,1,57634,53166
2162,3133316.0,1196549.0,1,33276,53166
2163,4581301.0,1196549.0,1,30871,53166
2164,6752050.0,1196549.0,1,18381,53166
2165,2355176.0,1196549.0,6,1830,53166
2166,1294283.0,1196549.0,1,3126,53166
2167,2041317.0,1196549.0,6,6907,53166
2168,2836621.0,1196549.0,1,167154,53166
2169,4139780.0,1196549.0,2,1831,53166
2170,18036113.0,1196549.0,1,38,53166
2171,7373966.0,1196549.0,1,485,53166
2172,2041077.0,1196549.0,1,5765,53166
2173,224132.0,57695.0,1,280270,511493
2174,2752075.0,57695.0,2,60791,511493
2175,1491895.0,57695.0,1,660021,511493
2176,2410359.0,57695.0,2,125680,511493
2177,10686048.0,57695.0,1,7099,511493
2178,12571241.0,57695.0,1,1248,511493
2179,3410396.0,57695.0,1,8161,511493
2180,224132.0,14148.0,1,280270,55264
2181,1593077.0,14148.0,3,100645,55264
2182,2472827.0,14148.0,1,1372,55264
2183,734069.0,14148.0,2,409459,55264
2184,12334309.0,14148.0,1,3519,55264
2185,1505939.0,14148.0,1,134235,55264
2186,3001150.0,14148.0,1,2471,55264
2187,224132.0,13757.0,1,280270,16289
2188,363751.0,13757.0,1,72989,16289
2189,224132.0,8052809.0,1,280270,383
2190,224132.0,7359094.0,1,280270,26212
2191,2752075.0,7359094.0,3,60791,26212
2192,4117728.0,7359094.0,1,86693,26212
2193,1491895.0,7359094.0,14,660021,26212
2194,2684539.0,7359094.0,1,189166,26212
2195,10871073.0,7359094.0,1,41924,26212
2196,2610810.0,7359094.0,1,44584,26212
2197,225074.0,7359094.0,4,54767,26212
2198,1687119.0,7359094.0,1,183806,26212
2199,3204551.0,7359094.0,5,43217,26212
2200,7691729.0,7359094.0,1,12294,26212
2201,13188071.0,7359094.0,2,3869,26212
2202,440558.0,7359094.0,1,377954,26212
2203,3150802.0,7359094.0,1,13923,26212
2204,287586.0,7359094.0,3,82051,26212
2205,10147399.0,7359094.0,1,22453,26212
2206,888715.0,7359094.0,9,3609,26212
2207,7733418.0,7359094.0,1,24196,26212
2208,10397400.0,7359094.0,1,1282,26212
2209,5754656.0,7359094.0,1,19841,26212
2210,65863.0,7359094.0,3,499199,26212
2211,15692181.0,7359094.0,3,35,26212
2212,404970.0,7359094.0,1,60493,26212
2213,2945027.0,7359094.0,1,10240,26212
2214,613064.0,7359094.0,4,27174,26212
2215,7976805.0,7359094.0,1,14949,26212
2216,2282011.0,7359094.0,1,20928,26212
2217,421195.0,7359094.0,1,106464,26212
2218,2602718.0,7359094.0,2,14560,26212
2219,1593860.0,7359094.0,1,72048,26212
2220,221342.0,7359094.0,3,8864,26212
2221,4358570.0,7359094.0,1,5452,26212
2222,8997916.0,7359094.0,1,2712,26212
2223,684957.0,7359094.0,1,8002,26212
2224,321013.0,7359094.0,1,35131,26212
2225,224132.0,7337816.0,1,280270,698
2226,298225.0,7337816.0,1,166396,698
2227,224132.0,6324364.0,1,280270,1182
2228,224132.0,5698738.0,1,280270,6202
2229,2410359.0,5698738.0,2,125680,6202
2230,224132.0,5083516.0,1,280270,8413
2231,10871073.0,5083516.0,1,41924,8413
2232,1422096.0,5083516.0,1,36065,8413
2233,5983841.0,5083516.0,5,5925,8413
2234,673852.0,5083516.0,1,16523,8413
2235,224132.0,13809001.0,1,280270,4926
2236,3422102.0,13809001.0,1,74926,4926
2237,1745001.0,13809001.0,16,170657,4926
2238,9952196.0,13809001.0,1,37159,4926
2239,548225.0,13809001.0,1,708515,4926
2240,1934428.0,13809001.0,4,15190,4926
2241,4253229.0,13809001.0,1,17276,4926
2242,6699433.0,13809001.0,1,28159,4926
2243,7366100.0,13809001.0,2,15280,4926
2244,3832970.0,13809001.0,1,552435,4926
2245,14371258.0,13809001.0,3,67,4926
2246,421467.0,13809001.0,9,2937,4926
2247,7552.0,13809001.0,5,221427,4926
2248,9462095.0,13809001.0,1,4634,4926
2249,5730279.0,13809001.0,2,5197,4926
2250,967492.0,13809001.0,1,51020,4926
2251,8128812.0,13809001.0,1,380,4926
2252,224132.0,16991285.0,1,280270,13
2253,898348.0,16991285.0,1,44818,13
2254,224132.0,12931358.0,1,280270,1361
2255,16649550.0,12931358.0,1,5354,1361
2256,224132.0,10147399.0,1,280270,22453
2257,2752075.0,10147399.0,7,60791,22453
2258,4117728.0,10147399.0,1,86693,22453
2259,4641116.0,10147399.0,1,3901,22453
2260,7359094.0,10147399.0,6,26212,22453
2261,2610810.0,10147399.0,2,44584,22453
2262,225074.0,10147399.0,16,54767,22453
2263,1687119.0,10147399.0,4,183806,22453
2264,2079303.0,10147399.0,2,217582,22453
2265,2380830.0,10147399.0,4,227043,22453
2266,440558.0,10147399.0,7,377954,22453
2267,106104.0,10147399.0,3,49108,22453
2268,6752050.0,10147399.0,2,18381,22453
2269,894525.0,10147399.0,4,941,22453
2270,2602718.0,10147399.0,4,14560,22453
2271,1294207.0,10147399.0,2,29908,22453
2272,2069064.0,10147399.0,2,265358,22453
2273,224132.0,17668675.0,1,280270,911
2274,2752075.0,17668675.0,2,60791,911
2275,1491895.0,17668675.0,1,660021,911
2276,2410359.0,17668675.0,2,125680,911
2277,10686048.0,17668675.0,1,7099,911
2278,12571241.0,17668675.0,1,1248,911
2279,57695.0,17668675.0,1,511493,911
2280,3410396.0,17668675.0,1,8161,911
2281,224132.0,3216427.0,1,280270,6669
2282,4996248.0,3216427.0,5,48980,6669
2283,16759116.0,3216427.0,5,6072,6669
2284,476.0,3216427.0,1,489434,6669
2285,14122.0,3216427.0,1,255456,6669
2286,354577.0,3216427.0,1,108775,6669
2287,355230.0,3216427.0,9,110891,6669
2288,16567041.0,3216427.0,5,53,6669
2289,11757001.0,3216427.0,5,111,6669
2290,770830.0,3216427.0,1,29064,6669
2291,2471385.0,3216427.0,2,163,6669
2292,12132490.0,3216427.0,1,539,6669
2293,15418248.0,3216427.0,1,141,6669
2294,224132.0,3001150.0,1,280270,2471
2295,1593077.0,3001150.0,1,100645,2471
2296,13188071.0,3001150.0,1,3869,2471
2297,734069.0,3001150.0,1,409459,2471
2298,12334309.0,3001150.0,1,3519,2471
2299,1108305.0,3001150.0,1,8697,2471
2300,25324.0,3001150.0,2,102924,2471
2301,6327846.0,3001150.0,2,1461,2471
2302,2455888.0,3001150.0,1,100495,2471
2303,1216776.0,3001150.0,1,11273,2471
2304,588724.0,3001150.0,2,83,2471
2305,224132.0,2877241.0,1,280270,260915
2306,584518.0,2877241.0,4,172051,260915
2307,589924.0,2877241.0,1,341012,260915
2308,102937.0,2877241.0,3,173088,260915
2309,6110094.0,2877241.0,2,1,260915
2310,4989451.0,2877241.0,31,10631,260915
2311,4593267.0,2877241.0,4,110258,260915
2312,651174.0,2877241.0,2,100320,260915
2313,1491895.0,2877241.0,1,660021,260915
2314,298225.0,2877241.0,3,166396,260915
2315,2410359.0,2877241.0,3,125680,260915
2316,2610810.0,2877241.0,1,44584,260915
2317,4062354.0,2877241.0,1,68935,260915
2318,13770014.0,2877241.0,2,1553,260915
2319,1687119.0,2877241.0,1,183806,260915
2320,168986.0,2877241.0,15,82195,260915
2321,898348.0,2877241.0,1,44818,260915
2322,12506984.0,2877241.0,9,343,260915
2323,3899431.0,2877241.0,5,9310,260915
2324,4253229.0,2877241.0,1,17276,260915
2325,6699433.0,2877241.0,6,28159,260915
2326,2380830.0,2877241.0,1,227043,260915
2327,440558.0,2877241.0,1,377954,260915
2328,6782754.0,2877241.0,2,9045,260915
2329,15485159.0,2877241.0,10,59,260915
2330,6372809.0,2877241.0,1,5909,260915
2331,12149471.0,2877241.0,1,11580,260915
2332,1322972.0,2877241.0,1,63008,260915
2333,15602614.0,2877241.0,9,80,260915
2334,41360.0,2877241.0,9,100779,260915
2335,14795595.0,2877241.0,6,174,260915
2336,1810087.0,2877241.0,3,4876,260915
2337,5264491.0,2877241.0,7,12673,260915
2338,1773434.0,2877241.0,1,19220,260915
2339,25324.0,2877241.0,1,102924,260915
2340,1505939.0,2877241.0,1,134235,260915
2341,1332041.0,2877241.0,2,10278,260915
2342,404970.0,2877241.0,2,60493,260915
2343,15006878.0,2877241.0,1,19,260915
2344,3386109.0,2877241.0,1,33403,260915
2345,1563833.0,2877241.0,1,7860,260915
2346,8658157.0,2877241.0,1,1905,260915
2347,1593860.0,2877241.0,1,72048,260915
2348,1216776.0,2877241.0,1,11273,260915
2349,206404.0,2877241.0,1,6761,260915
2350,892256.0,2877241.0,3,57411,260915
2351,14679123.0,2877241.0,2,47,260915
2352,17386726.0,2877241.0,2,19,260915
2353,14193797.0,2877241.0,2,3285,260915
2354,618400.0,2877241.0,1,19902,260915
2355,2417459.0,2877241.0,2,6173,260915
2356,14825474.0,2877241.0,1,13,260915
2357,4191106.0,2877241.0,1,172,260915
2358,224132.0,2472827.0,1,280270,1372
2359,584518.0,2472827.0,1,172051,1372
2360,4996248.0,2472827.0,1,48980,1372
2361,6365112.0,2472827.0,4,11746,1372
2362,12671057.0,2472827.0,6,13029,1372
2363,13256890.0,2472827.0,6,149,1372
2364,2402272.0,2472827.0,2,136328,1372
2365,4756299.0,2472827.0,1,29385,1372
2366,12299000.0,2472827.0,6,40309,1372
2367,4989451.0,2472827.0,2,10631,1372
2368,1593077.0,2472827.0,2,100645,1372
2369,1491895.0,2472827.0,5,660021,1372
2370,559737.0,2472827.0,2,31137,1372
2371,1126841.0,2472827.0,5,440478,1372
2372,4062354.0,2472827.0,1,68935,1372
2373,918959.0,2472827.0,1,122775,1372
2374,4253229.0,2472827.0,2,17276,1372
2375,140750.0,2472827.0,1,188383,1372
2376,218663.0,2472827.0,2,7459,1372
2377,734069.0,2472827.0,2,409459,1372
2378,1322972.0,2472827.0,1,63008,1372
2379,9072753.0,2472827.0,3,94675,1372
2380,14909980.0,2472827.0,1,5201,1372
2381,12334309.0,2472827.0,1,3519,1372
2382,5264491.0,2472827.0,1,12673,1372
2383,5483526.0,2472827.0,1,44769,1372
2384,5987.0,2472827.0,1,284135,1372
2385,12283168.0,2472827.0,2,3413,1372
2386,421195.0,2472827.0,1,106464,1372
2387,3001150.0,2472827.0,1,2471,1372
2388,4758971.0,2472827.0,1,734,1372
2389,14789065.0,2472827.0,1,548,1372
2390,2417459.0,2472827.0,1,6173,1372
2391,15910478.0,2472827.0,1,51,1372
2392,100754.0,2472827.0,1,114983,1372
2393,1707353.0,2472827.0,1,2837,1372
2394,224132.0,3776858.0,1,280270,77474
2395,5866580.0,3776858.0,3,115645,77474
2396,1745001.0,3776858.0,2,170657,77474
2397,12957340.0,3776858.0,1,13624,77474
2398,14122.0,3776858.0,4,255456,77474
2399,6331353.0,3776858.0,4,230,77474
2400,298607.0,3776858.0,1,90000,77474
2401,7366100.0,3776858.0,1,15280,77474
2402,4082052.0,3776858.0,1,21245,77474
2403,6372809.0,3776858.0,1,5909,77474
2404,4162356.0,3776858.0,3,34074,77474
2405,421467.0,3776858.0,2,2937,77474
2406,6045854.0,3776858.0,2,123,77474
2407,68587.0,3776858.0,6,327691,77474
2408,18030199.0,3776858.0,1,23,77474
2409,967621.0,3776858.0,1,8848,77474
2410,797049.0,3776858.0,1,85548,77474
2411,9777579.0,3776858.0,3,115,77474
2412,5618631.0,3776858.0,3,145,77474
2413,12892026.0,3776858.0,1,1062,77474
2414,11984390.0,3776858.0,2,135,77474
2415,967492.0,3776858.0,1,51020,77474
2416,15227846.0,3776858.0,2,3,77474
2417,797092.0,3776858.0,1,1082,77474
2418,112968.0,3776858.0,1,214207,77474
2419,10456525.0,3776858.0,1,667,77474
2420,15407542.0,3776858.0,1,3864,77474
2421,3440631.0,3776858.0,1,7553,77474
2422,224132.0,4996248.0,1,280270,48980
2423,584518.0,4996248.0,1,172051,48980
2424,2988730.0,4996248.0,3,93980,48980
2425,16759116.0,4996248.0,21,6072,48980
2426,559737.0,4996248.0,1,31137,48980
2427,1126841.0,4996248.0,1,440478,48980
2428,14531062.0,4996248.0,15,5150,48980
2429,4062354.0,4996248.0,1,68935,48980
2430,3216427.0,4996248.0,1,6669,48980
2431,3799759.0,4996248.0,1,48934,48980
2432,14277722.0,4996248.0,1,4734,48980
2433,2308683.0,4996248.0,2,148446,48980
2434,271641.0,4996248.0,1,12706,48980
2435,12416453.0,4996248.0,1,18818,48980
2436,12495185.0,4996248.0,5,11,48980
2437,1252759.0,4996248.0,3,131219,48980
2438,2442613.0,4996248.0,1,7144,48980
2439,18237126.0,4996248.0,1,144,48980
2440,839733.0,4996248.0,1,1,48980
2441,18646448.0,4996248.0,3,83,48980
2442,4758971.0,4996248.0,1,734,48980
2443,17616029.0,4996248.0,2,3,48980
2444,10312417.0,4996248.0,1,453,48980
2445,12229158.0,4996248.0,2,1059,48980
2446,15910478.0,4996248.0,1,51,48980
2447,224132.0,4117728.0,1,280270,86693
2448,584518.0,4117728.0,1,172051,86693
2449,15172294.0,4117728.0,27,33,86693
2450,5245033.0,4117728.0,26,59839,86693
2451,12595757.0,4117728.0,25,31,86693
2452,7432062.0,4117728.0,23,739,86693
2453,52443.0,4117728.0,1,57421,86693
2454,4342498.0,4117728.0,12,159465,86693
2455,2410359.0,4117728.0,2,125680,86693
2456,10268816.0,4117728.0,20,1933,86693
2457,7359094.0,4117728.0,3,26212,86693
2458,2684539.0,4117728.0,10,189166,86693
2459,5980430.0,4117728.0,1,7197,86693
2460,2610810.0,4117728.0,17,44584,86693
2461,225074.0,4117728.0,14,54767,86693
2462,168986.0,4117728.0,1,82195,86693
2463,6649786.0,4117728.0,6,5420,86693
2464,15545927.0,4117728.0,3,11082,86693
2465,9829403.0,4117728.0,1,3755,86693
2466,2079303.0,4117728.0,1,217582,86693
2467,2380830.0,4117728.0,5,227043,86693
2468,7582247.0,4117728.0,1,57634,86693
2469,440558.0,4117728.0,6,377954,86693
2470,18649628.0,4117728.0,2,221,86693
2471,3133316.0,4117728.0,1,33276,86693
2472,1196549.0,4117728.0,1,53166,86693
2473,1312382.0,4117728.0,7,22097,86693
2474,1379817.0,4117728.0,10,841,86693
2475,3370124.0,4117728.0,1,1776,86693
2476,14768.0,4117728.0,3,37926,86693
2477,10147399.0,4117728.0,9,22453,86693
